A: 00 F: 00 B: 00 C: 00 D: 00 E: 00 H: 00 L: 00 SP: 0000 PC: 0000 | 31
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: cd SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: cd SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: cd SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: cc SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: cc SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: cc SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: cb SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: cb SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: cb SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ca SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ca SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ca SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c9 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c9 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c9 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c8 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c8 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c8 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c7 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c7 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c7 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c6 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c6 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c6 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c5 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c5 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c5 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c4 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c4 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c4 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c3 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c3 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c3 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c2 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c2 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c2 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c1 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c1 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c1 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c0 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c0 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: c0 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: bf SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: bf SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: bf SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: be SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: be SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: be SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: bd SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: bd SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: bd SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: bc SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: bc SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: bc SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: bb SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: bb SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: bb SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ba SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ba SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ba SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b9 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b9 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b9 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b8 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b8 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b8 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b7 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b7 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b7 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b6 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b6 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b6 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b5 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b5 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b5 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b4 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b4 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b4 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b3 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b3 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b3 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b2 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b2 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b2 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b1 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b1 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b1 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b0 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b0 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: b0 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: af SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: af SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: af SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ae SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ae SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ae SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ad SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ad SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ad SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ac SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ac SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ac SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ab SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ab SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: ab SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: aa SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: aa SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: aa SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a9 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a9 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a9 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a8 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a8 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a8 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a7 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a7 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a7 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a6 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a6 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a6 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a5 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a5 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a5 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a4 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a4 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a4 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a3 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a3 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a3 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a2 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a2 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a2 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a1 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a1 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a1 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a0 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a0 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: a0 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9f SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9f SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9f SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9e SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9e SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9e SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9d SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9d SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9d SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9c SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9c SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9c SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9b SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9b SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9b SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9a SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9a SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 9a SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 99 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 99 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 99 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 98 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 98 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 98 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 97 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 97 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 97 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 96 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 96 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 96 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 95 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 95 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 95 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 94 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 94 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 94 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 93 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 93 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 93 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 92 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 92 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 92 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 91 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 91 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 91 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 90 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 90 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 90 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8f SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8f SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8f SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8e SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8e SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8e SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8d SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8d SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8d SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8c SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8c SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8c SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8b SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8b SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8b SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8a SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8a SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 8a SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 89 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 89 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 89 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 88 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 88 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 88 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 87 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 87 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 87 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 86 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 86 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 86 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 85 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 85 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 85 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 84 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 84 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 84 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 83 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 83 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 83 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 82 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 82 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 82 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 81 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 81 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 81 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 80 SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 80 SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 80 SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 7f SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 7f SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 7f SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 7e SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 7e SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 7e SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 7d SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 7d SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 7d SP: fffe PC: 0007 | 32
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 7c SP: fffe PC: 0008 | cb
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 7c SP: fffe PC: 000a | 20
A: 00 F: 20 B: 00 C: 00 D: 00 E: 00 H: 83 L: 7c SP: fffe PC: 0007 | 32
